,title,nan_count_label,nan_list
146,ABSOLON BOLDOG SZÉGYENE,10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
155,SZENT JÚNIUS HÍVÁSA,2,"['std_lenAll', 'rstd_lenAll']"
208,A MAGYAR VIGASSÁG,2,"['std_lenAll', 'rstd_lenAll']"
219,HA HOLTAN TALÁLKOZUNK,2,"['std_lenAll', 'rstd_lenAll']"
222,VÁROM A MÁSIKAT,2,"['std_lenAll', 'rstd_lenAll']"
258,KACAGÁS ÉS SÍRÁS,2,"['std_lenAll', 'rstd_lenAll']"
269,A HARMINCADIK ANDRÁS-NAP,2,"['std_lenAll', 'rstd_lenAll']"
274,HA TÁVOLRÓL NÉZEK,2,"['std_lenAll', 'rstd_lenAll']"
277,AKIK MAJD ELKÍSÉRNEK,12,"['rate_clearAll', 'mean_lenAll', 'med_lenAll', 'q1_lenAll', 'q3_lenAll', 'min_lenAll', 'max_lenAll', 'range_lenAll', 'MADmean_lenAll', 'MADmed_lenAll', 'std_lenAll', 'rstd_lenAll']"
293,OND VEZÉR UNOKÁJA,2,"['std_lenAll', 'rstd_lenAll']"
354,A MA KIEBRUDALTJAI,2,"['std_lenAll', 'rstd_lenAll']"
360,ÁLMODIK A NYOMOR,2,"['std_lenAll', 'rstd_lenAll']"
402,BAJVÍVÁS VOLT ITT,12,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg', 'std_lenAll', 'rstd_lenAll']"
412,A TÜRELEM BILINCSE,10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
413,NEM ADOM VISSZA,12,"['rate_clearAll', 'mean_lenAll', 'med_lenAll', 'q1_lenAll', 'q3_lenAll', 'min_lenAll', 'max_lenAll', 'range_lenAll', 'MADmean_lenAll', 'MADmed_lenAll', 'std_lenAll', 'rstd_lenAll']"
417,"HALK, BÁNATOS SZÖKÉS",10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
421,"VALAKI, VALAKI EMLEGET",10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
429,A RÉM-MESÉK UHUJA,2,"['std_lenAll', 'rstd_lenAll']"
449,EGY TEMPLOM-ALAPÍTÓ ÁLMA,10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
451,"UTÁLNAK, DE CSODÁLNAK",12,"['rate_clearAll', 'mean_lenAll', 'med_lenAll', 'q1_lenAll', 'q3_lenAll', 'min_lenAll', 'max_lenAll', 'range_lenAll', 'MADmean_lenAll', 'MADmed_lenAll', 'std_lenAll', 'rstd_lenAll']"
456,BUJKÁLÁS A SZÁNALOMTÚL,2,"['std_lenAll', 'rstd_lenAll']"
459,AZ ÉN HADSEREGEM,10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
463,A SORSOM ELLOPÓJA,10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
478,FELELET AZ ÉLETNEK,10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
481,A VÁRÚR SZEMÉREMÖVE,10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
508,"KÖSZÖNÖM, KÖSZÖNÖM, KÖSZÖNÖM",10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
545,TEVELED AZ ISTEN,12,"['rate_clearAll', 'mean_lenAll', 'med_lenAll', 'q1_lenAll', 'q3_lenAll', 'min_lenAll', 'max_lenAll', 'range_lenAll', 'MADmean_lenAll', 'MADmed_lenAll', 'std_lenAll', 'rstd_lenAll']"
579,MÉG MINDIG HÁBORÚ,10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
709,HAJNALLAL A HAJNALNAK,10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
722,EMLÉKEZÉS EGY NYÁR-ÉJSZAKÁRA,10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
738,LEVÉL A VÉGEKRŐL,10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
772,KINCS GYULA EMLÉKÉNEK,2,"['std_lenAll', 'rstd_lenAll']"
820,SAJNÁLOM SZEGÉNY FIÚKAT,2,"['std_lenAll', 'rstd_lenAll']"
823,NYÖGÖK S MIND TERHEMMEL,2,"['std_lenAll', 'rstd_lenAll']"
897,A SZENT LOB,2,"['std_lenAll', 'rstd_lenAll']"
912,LEGYETEK EMLÉKEZÉSSEL HOZZÁM,2,"['std_lenAll', 'rstd_lenAll']"
920,AZ ÖREG HÁZ,2,"['std_lenAll', 'rstd_lenAll']"
931,"ÓH, BÚJNI BARLANGOKBA",2,"['std_lenAll', 'rstd_lenAll']"
1016,ÓDA A BETŰKRŐL,10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
1017,VÉN FAUN DALA,10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
1025,FUIMUS [2],2,"['std_lenAll', 'rstd_lenAll']"
1028,BÉKESSÉG ÜNNEPÉN,10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
1036,LÓTUSZ,10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
1053,OKTÓBER,12,"['rate_clearAll', 'mean_lenAll', 'med_lenAll', 'q1_lenAll', 'q3_lenAll', 'min_lenAll', 'max_lenAll', 'range_lenAll', 'MADmean_lenAll', 'MADmed_lenAll', 'std_lenAll', 'rstd_lenAll']"
1058,BLAHÁNÉ,10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
1061,A CÁRI ÁGYÚ FILOZOFÁL,10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
1064,A TARKA BLÚZ,10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
1066,(MEDVE) MIKLÓSNAK - BANDI,10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
1067,MEDVE MIKLÓSNÉNAK,22,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg', 'rate_clearAll', 'mean_lenAll', 'med_lenAll', 'q1_lenAll', 'q3_lenAll', 'min_lenAll', 'max_lenAll', 'range_lenAll', 'MADmean_lenAll', 'MADmed_lenAll', 'std_lenAll', 'rstd_lenAll']"
1069,INTERMEZZO,10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
1080,[RÉVÉSZ BÉLÁNAK],2,"['std_lenAll', 'rstd_lenAll']"
1087,BOLDIZSÁRNAK,12,"['rate_clearAll', 'mean_lenAll', 'med_lenAll', 'q1_lenAll', 'q3_lenAll', 'min_lenAll', 'max_lenAll', 'range_lenAll', 'MADmean_lenAll', 'MADmed_lenAll', 'std_lenAll', 'rstd_lenAll']"
1088,EMLÉKSOROK »A HOLNAP ÚJ VERSEI«-BE,10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
1089,LUKÁCS HUGÓNAK:,10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
1092,LÁNYOS ANYA IZENETE,10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
1093,[RÉVÉSZNEK - ADY],12,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg', 'std_lenAll', 'rstd_lenAll']"
1101,ZUBOLY (BÁNYAI ELEMÉR) EMLÉKTÁBLÁJÁRA,10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
1106,"SZEGÉNY, JÓ FIAIM",10,"['std_nLine_lg', 'rstd_nLine_lg', 'std_nWord_lg', 'rstd_nWord_lg', 'std_nSyll_lg', 'rstd_nSyll_lg', 'std_nShortS_lg', 'rstd_nShortS_lg', 'std_nLongS_lg', 'rstd_nLongS_lg']"
1113,AZ ISTEN-KERESŐ LÁRMA,12,"['rate_clearAll', 'mean_lenAll', 'med_lenAll', 'q1_lenAll', 'q3_lenAll', 'min_lenAll', 'max_lenAll', 'range_lenAll', 'MADmean_lenAll', 'MADmed_lenAll', 'std_lenAll', 'rstd_lenAll']"
